"url","type_of_property","propertyinfo_value","address","no_of_photoes","photo_link","New column (6)_alt"
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Townhouse For Rent","$975/mo3 bds · 2 ba · 1,204 sqft","2437 Walden Ln, Manhattan, KS","5 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","For Rent","0$4951$600+2$700","510 N 8th Street # Main Floor, Manhattan, KS","8 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","House For Rent","$1,000/mo3 bds · 1 ba · 1,092 sqft","204 Dix Dr, Manhattan, KS","12 photos","https://photos.zillowstatic.com/p_e/ISe019oynxo69o1000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Pebblebrook Apartments & Townhomes","2$866+3$1,129+","625 Pebblebrook Cir, Manhattan, KS","","https://photos.zillowstatic.com/p_e/ISxfykisxp4iuj1000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$711/mo2 bds · 1 ba · -- sqft","3023 Sandstone Dr, Manhattan, KS","7 photos","https://photos.zillowstatic.com/p_e/ISl635mu1lbfxg1000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","House For Rent","$1,500/mo5 bds · 2 ba · 2,000 sqft","2028 Green Ave, Manhattan, KS","5 photos","https://photos.zillowstatic.com/p_e/ISq16bya4m4t611000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$1,200/mo4 bds · 2 ba · 1,100 sqft","1401 Mccain Ln, Manhattan, KS","6 photos","https://photos.zillowstatic.com/p_e/ISyjtzxn47oxf51000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Highland Ridge Apartments","2$860+3$960+","509 Stone Dr, Manhattan, KS","13 photos","https://photos.zillowstatic.com/p_e/IS2rdjxgzw7plf0000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","For Rent","1$7502$980+","901 Kearney St, Manhattan, KS","","https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/39.188586,-96.570182/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$650/moStudio · 1 ba · -- sqft","1222 Bertrand St APT B, Manhattan, KS","","https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/39.191000,-96.576000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","House For Rent","$1,625/mo5 bds · 2 ba · 2,024 sqft","1121 N Juliette Ave, Manhattan, KS","7 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","House For Rent","$1,200/mo4 bds · 2 ba · 1,380 sqft","2426 Lookout Dr, Manhattan, KS","","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Founders Hill","1$750+2$980+3$1,230+4$1,480+","1401 College Ave, Manhattan, KS","48 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Chase Manhattan Apartments","1$670+2$770+3$975+4$1,250+","1409 Chase Pl, Manhattan, KS","34 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Stone Pointe Apartments","2$866+","525 Stone Pointe Dr, Manhattan, KS","6 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$825/mo2 bds · 1 ba · 900 sqft","1114 Fremont St, Manhattan, KS","1 photo","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Campus East Apartments","0$525+1$610+2$735+3$1,085+","1422 Mccain Ln, Manhattan, KS","18 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Laramie Landing","2$1,100+","1001 Laramie St, Manhattan, KS","1 photo","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$731/mo2 bds · 1 ba · -- sqft","3314 Kennsington Ct, Manhattan, KS","6 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$600/mo1 bd · 1 ba · 500 sqft","731 N 6th St APT 2, Manhattan, KS","8 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$910/mo2 bds · 1 ba · 793 sqft","1435 Anderson Ave, Manhattan, KS","16 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$675/mo2 bds · 1 ba · 950 sqft","725 Griffith Dr APT 4, Manhattan, KS","5 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$1,050/mo3 bds · 2 ba · -- sqft","2055 Tecumseh Rd, Manhattan, KS","13 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$1,460/mo4 bds · 2 ba · -- sqft","1000 Thurston St, Manhattan, KS","9 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Townhouse For Rent","$880/mo2 bds · 1 ba · -- sqft","818 Bluemont Ave APT B, Manhattan, KS","27 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","For Rent","3$1,050+","822 Fremont St, Manhattan, KS","6 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Townhouse For Rent","$975/mo3 bds · 2 ba · 1,204 sqft","2437 Walden Ln, Manhattan, KS","5 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","For Rent","0$4951$600+2$700","510 N 8th Street # Main Floor, Manhattan, KS","8 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","House For Rent","$1,000/mo3 bds · 1 ba · 1,092 sqft","204 Dix Dr, Manhattan, KS","12 photos","https://photos.zillowstatic.com/p_e/ISe019oynxo69o1000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Pebblebrook Apartments & Townhomes","2$866+3$1,129+","625 Pebblebrook Cir, Manhattan, KS","","https://photos.zillowstatic.com/p_e/ISxfykisxp4iuj1000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$711/mo2 bds · 1 ba · -- sqft","3023 Sandstone Dr, Manhattan, KS","7 photos","https://photos.zillowstatic.com/p_e/ISl635mu1lbfxg1000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","House For Rent","$1,500/mo5 bds · 2 ba · 2,000 sqft","2028 Green Ave, Manhattan, KS","5 photos","https://photos.zillowstatic.com/p_e/ISq16bya4m4t611000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$1,200/mo4 bds · 2 ba · 1,100 sqft","1401 Mccain Ln, Manhattan, KS","6 photos","https://photos.zillowstatic.com/p_e/ISyjtzxn47oxf51000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Highland Ridge Apartments","2$860+3$960+","509 Stone Dr, Manhattan, KS","13 photos","https://photos.zillowstatic.com/p_e/IS2rdjxgzw7plf0000000000.jpg",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","For Rent","1$7502$980+","901 Kearney St, Manhattan, KS","","https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/39.188586,-96.570182/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$650/moStudio · 1 ba · -- sqft","1222 Bertrand St APT B, Manhattan, KS","","https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/39.191000,-96.576000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","House For Rent","$1,625/mo5 bds · 2 ba · 2,024 sqft","1121 N Juliette Ave, Manhattan, KS","7 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","House For Rent","$1,200/mo4 bds · 2 ba · 1,380 sqft","2426 Lookout Dr, Manhattan, KS","","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Founders Hill","1$750+2$980+3$1,230+4$1,480+","1401 College Ave, Manhattan, KS","48 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Chase Manhattan Apartments","1$670+2$770+3$975+4$1,250+","1409 Chase Pl, Manhattan, KS","34 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Stone Pointe Apartments","2$866+","525 Stone Pointe Dr, Manhattan, KS","6 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$825/mo2 bds · 1 ba · 900 sqft","1114 Fremont St, Manhattan, KS","1 photo","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Campus East Apartments","0$525+1$610+2$735+3$1,085+","1422 Mccain Ln, Manhattan, KS","18 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Laramie Landing","2$1,100+","1001 Laramie St, Manhattan, KS","1 photo","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$731/mo2 bds · 1 ba · -- sqft","3314 Kennsington Ct, Manhattan, KS","6 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$600/mo1 bd · 1 ba · 500 sqft","731 N 6th St APT 2, Manhattan, KS","8 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$910/mo2 bds · 1 ba · 793 sqft","1435 Anderson Ave, Manhattan, KS","16 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$675/mo2 bds · 1 ba · 950 sqft","725 Griffith Dr APT 4, Manhattan, KS","5 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$1,050/mo3 bds · 2 ba · -- sqft","2055 Tecumseh Rd, Manhattan, KS","13 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Apartment For Rent","$1,460/mo4 bds · 2 ba · -- sqft","1000 Thurston St, Manhattan, KS","9 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Townhouse For Rent","$880/mo2 bds · 1 ba · -- sqft","818 Bluemont Ave APT B, Manhattan, KS","27 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","For Rent","3$1,050+","822 Fremont St, Manhattan, KS","6 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","Townhouse For Rent","$975/mo3 bds · 2 ba · 1,204 sqft","2437 Walden Ln, Manhattan, KS","5 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
"http://www.zillow.com/homes/for_rent/Manhattan-KS/house,condo,apartment_duplex,mobile,townhouse_type/53133_rid/39.22986,-95.83477,39.150031,-97.306938_rect/10_zm/","For Rent","0$4951$600+2$700","510 N 8th Street # Main Floor, Manhattan, KS","8 photos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",""
